OverallQual,GrLivArea,TotalBsmtSF,2ndFlrSF,1stFlrSF,BsmtFinSF1,GarageCars,FullBath,GarageArea,LotArea,MasVnrArea,YearBuilt,YearRemodAdd,GarageYrBlt,BsmtUnfSF,BsmtQual,LotFrontage,OpenPorchSF,OverallCond,GarageType,WoodDeckSF,TotRmsAbvGrd,MSSubClass,MoSold,BsmtExposure,LotShape,MSZoning,BedroomAbvGr,MasVnrType,ExterQual,HalfBath,FireplaceQu,KitchenQual,Condition1,BldgType,SaleCondition,Street,PavedDrive,SaleType,SalePrice
7,1212.0,1212.0,0.0,1212.0,0.0,2,2,573.0,9100.0,0.0,2001,2001,2001.0,1212.0,None,70.0,0.0,5,Attchd,356.0,6,20,6,None,Reg,RL,3,None,Gd,0,None,Gd,Norm,1Fam,Normal,Pave,Y,WD,178000.0
4,1382.0,1051.0,0.0,1382.0,547.0,2,1,459.0,11235.0,51.0,1963,1979,1974.0,504.0,TA,75.0,82.0,5,Attchd,0.0,6,20,10,No,Reg,RL,3,BrkFace,TA,1,Po,TA,Norm,1Fam,Normal,Pave,Y,WD,148000.0
4,864.0,864.0,0.0,864.0,0.0,1,1,280.0,9353.0,0.0,1970,1970,1972.0,864.0,None,71.0,0.0,5,Attchd,0.0,5,20,7,None,Reg,RL,3,None,TA,0,None,TA,Norm,1Fam,Abnorml,Pave,Y,Oth,116050.0
7,1779.0,866.0,913.0,866.0,0.0,2,2,546.0,10400.0,0.0,1998,1998,1998.0,866.0,None,80.0,36.0,5,Attchd,198.0,6,60,3,None,Reg,RL,3,None,TA,1,None,Gd,Norm,1Fam,Normal,Pave,Y,WD,197900.0
5,1348.0,884.0,464.0,884.0,0.0,1,1,216.0,6000.0,0.0,1925,1997,1960.0,884.0,None,50.0,0.0,8,Detchd,0.0,5,50,5,None,Reg,RM,3,None,TA,0,Fa,TA,Norm,1Fam,Normal,Pave,N,WD,117000.0
7,1630.0,1630.0,0.0,1630.0,0.0,2,2,451.0,9750.0,171.0,2000,2001,2000.0,1630.0,None,75.0,234.0,5,Attchd,74.0,6,20,10,None,Reg,RL,3,BrkFace,Gd,0,TA,Gd,Norm,1Fam,Normal,Pave,Y,WD,213000.0
5,1074.0,1056.0,0.0,1074.0,788.0,2,1,495.0,10140.0,0.0,1975,1975,1975.0,268.0,Gd,78.0,88.0,6,Attchd,0.0,6,20,7,No,Reg,RL,3,None,TA,1,None,TA,Norm,1Fam,Normal,Pave,Y,WD,153500.0
7,2196.0,2158.0,0.0,2196.0,485.0,3,2,701.0,14684.0,234.0,1990,1991,1990.0,1496.0,Gd,90.0,70.0,7,Attchd,84.0,7,20,6,Mn,IR1,RL,3,BrkFace,Gd,0,TA,Gd,Norm,1Fam,Normal,Pave,Y,WD,271900.0
4,1056.0,1056.0,0.0,1056.0,1056.0,1,1,384.0,8900.0,0.0,1966,1966,1966.0,0.0,TA,94.33981132056604,42.0,4,Detchd,0.0,5,20,11,No,Reg,RH,2,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,107000.0
6,1700.0,1682.0,0.0,1700.0,340.0,2,2,544.0,9135.0,120.0,2003,2003,2003.0,1342.0,Gd,70.0,23.0,5,Attchd,192.0,7,20,5,Av,Reg,RL,3,BrkFace,Gd,0,None,Gd,Norm,1Fam,Normal,Pave,Y,WD,200000.0
5,1283.0,931.0,0.0,1283.0,504.0,2,1,506.0,7763.0,0.0,1962,1980,1980.0,319.0,TA,70.0,0.0,7,Detchd,0.0,6,20,10,No,Reg,RL,3,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,140000.0
8,1660.0,1660.0,0.0,1660.0,1220.0,2,2,500.0,10182.0,420.0,2006,2006,2006.0,440.0,Ex,85.0,50.0,5,Attchd,322.0,8,20,5,Mn,IR1,RL,3,Stone,Gd,0,Gd,Gd,RRNn,1Fam,Partial,Pave,Y,New,290000.0
6,1845.0,1055.0,790.0,1055.0,0.0,2,2,462.0,11218.0,0.0,1992,1992,1992.0,1055.0,None,70.0,104.0,5,Attchd,635.0,8,60,5,None,Reg,RL,3,None,Gd,1,TA,Gd,Norm,1Fam,Normal,Pave,Y,WD,189000.0
8,1752.0,559.0,672.0,1080.0,427.0,2,2,492.0,12134.0,0.0,1988,2005,1988.0,132.0,Gd,152.0,12.0,7,Basment,325.0,8,50,6,Av,IR1,RL,4,None,Gd,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,164000.0
4,672.0,672.0,0.0,672.0,344.0,1,1,234.0,9340.0,0.0,1941,1950,1941.0,328.0,TA,50.0,113.0,6,Attchd,0.0,4,30,8,No,Reg,RL,2,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,N,WD,113000.0
4,960.0,648.0,0.0,960.0,648.0,1,0,364.0,10246.0,0.0,1965,2001,1965.0,0.0,TA,59.9111111111111,0.0,9,Attchd,88.0,3,80,5,Av,IR1,RL,0,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,145000.0
5,999.0,925.0,0.0,999.0,784.0,1,1,300.0,10205.0,0.0,1962,1962,1962.0,141.0,TA,69.0,72.0,5,Attchd,150.0,6,85,5,Av,IR1,RL,3,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,134500.0
5,894.0,894.0,0.0,894.0,180.0,1,1,384.0,7094.0,0.0,1966,1966,1966.0,340.0,TA,99.0,0.0,5,Detchd,0.0,5,20,5,No,IR1,RL,3,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,125000.0
6,1902.0,0.0,584.0,1318.0,0.0,2,2,539.0,8930.0,0.0,1978,1978,1978.0,0.0,None,68.0,0.0,5,Attchd,0.0,8,90,4,None,Reg,RM,4,None,TA,0,None,TA,RRAe,Duplex,Normal,Pave,Y,WD,112000.0
8,1314.0,1300.0,0.0,1314.0,936.0,2,2,552.0,8640.0,72.0,2009,2009,2009.0,364.0,Gd,72.0,112.0,5,Attchd,135.0,6,20,9,Mn,Reg,FV,3,Stone,Gd,0,None,Gd,Norm,1Fam,Partial,Pave,Y,New,229456.0
5,912.0,912.0,0.0,912.0,312.0,1,1,288.0,7800.0,0.0,1964,1964,1964.0,0.0,TA,66.0,0.0,5,Attchd,0.0,5,20,11,No,IR1,RL,2,None,TA,0,None,TA,Norm,1Fam,Abnorml,Pave,Y,WD,115000.0
5,1211.0,952.0,0.0,1211.0,250.0,1,1,322.0,8250.0,0.0,1968,1968,1968.0,210.0,TA,55.0,63.0,5,Attchd,0.0,5,20,8,No,Reg,RL,3,None,TA,0,TA,TA,Feedr,1Fam,Normal,Pave,Y,WD,134000.0
6,1846.0,1040.0,678.0,1168.0,196.0,1,2,315.0,10496.0,320.0,1949,1950,1949.0,844.0,TA,78.0,0.0,6,Attchd,0.0,7,50,1,Mn,Reg,RL,3,BrkFace,TA,0,Gd,TA,Artery,1Fam,Normal,Pave,Y,WD,143000.0
5,2136.0,2136.0,0.0,2136.0,756.0,2,2,528.0,10680.0,44.0,1951,1951,1951.0,1380.0,TA,89.0,30.0,3,Detchd,0.0,7,20,10,No,Reg,RL,4,BrkFace,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,137900.0
7,1490.0,788.0,702.0,788.0,724.0,2,2,388.0,15384.0,0.0,2004,2005,2004.0,64.0,Gd,60.0,75.0,5,Attchd,100.0,8,60,2,Av,IR1,RL,3,None,Gd,1,Gd,Gd,RRAn,1Fam,Normal,Pave,Y,WD,184000.0
6,1138.0,588.0,0.0,1138.0,507.0,1,1,264.0,10482.0,63.0,1958,1958,1958.0,81.0,TA,65.0,0.0,8,Attchd,224.0,6,80,6,Av,Reg,RL,3,BrkFace,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,145000.0
6,1933.0,894.0,1039.0,894.0,0.0,3,2,668.0,14598.0,74.0,2007,2007,2007.0,894.0,None,86.0,18.0,5,BuiltIn,100.0,9,60,1,None,IR1,RL,4,Stone,Gd,1,Gd,Gd,Feedr,1Fam,Normal,Pave,Y,WD,214000.0
5,912.0,912.0,0.0,912.0,595.0,2,1,576.0,8872.0,300.0,1965,2008,1992.0,317.0,TA,72.0,240.0,8,Detchd,0.0,5,20,12,No,Reg,RL,2,BrkFace,TA,0,None,Gd,Norm,1Fam,Normal,Pave,Y,WD,147000.0
9,1702.0,1702.0,0.0,1702.0,1540.0,3,1,1052.0,8769.0,766.0,2008,2008,2008.0,162.0,Ex,65.0,72.0,5,Attchd,0.0,7,120,10,No,Reg,RL,1,BrkFace,Ex,1,Gd,Ex,Norm,TwnhsE,Partial,Pave,Y,New,367294.0
5,1507.0,1075.0,0.0,1507.0,666.0,1,2,404.0,7910.0,0.0,1960,1960,1960.0,409.0,TA,70.0,0.0,5,Basment,0.0,7,80,8,No,Reg,RL,4,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,127000.0
5,2620.0,1361.0,1259.0,1361.0,498.0,2,2,600.0,18890.0,1.0,1977,1977,1977.0,652.0,Gd,137.44089638822936,24.0,5,BuiltIn,155.0,12,90,8,No,IR1,RL,4,None,TA,2,TA,TA,Feedr,Duplex,Normal,Pave,N,WD,190000.0
5,1190.0,1106.0,0.0,1190.0,803.0,2,1,540.0,7728.0,120.0,1962,1962,1962.0,303.0,TA,70.0,18.0,6,Attchd,0.0,6,90,5,Av,Reg,RL,3,BrkFace,TA,0,None,TA,Norm,Duplex,Normal,Pave,Y,WD,132500.0
4,1224.0,0.0,0.0,1224.0,0.0,2,2,462.0,9842.0,0.0,1962,1962,1962.0,0.0,None,70.0,0.0,5,CarPort,0.0,6,90,3,None,Reg,RL,2,None,TA,0,None,TA,Norm,Duplex,Normal,Pave,Y,WD,101800.0
5,1188.0,1188.0,0.0,1188.0,1000.0,2,1,531.0,12160.0,180.0,1959,1959,1959.0,188.0,TA,110.27239001672176,0.0,5,Attchd,0.0,6,20,5,No,IR1,RL,3,BrkFace,TA,0,None,TA,Norm,1Fam,Abnorml,Pave,Y,COD,142000.0
5,1784.0,747.0,892.0,892.0,0.0,1,1,180.0,13132.0,0.0,1914,1950,1914.0,747.0,None,96.0,40.0,5,Detchd,203.0,9,70,7,None,Reg,RL,4,None,TA,1,None,TA,Norm,1Fam,Normal,Pave,N,WD,138887.0
7,1626.0,764.0,862.0,764.0,0.0,2,2,474.0,2628.0,106.0,2003,2003,2003.0,764.0,None,36.0,27.0,5,BuiltIn,0.0,6,160,6,None,Reg,RL,2,Stone,Gd,1,None,Gd,Norm,Twnhs,Normal,Pave,Y,WD,175500.0
7,1948.0,847.0,1101.0,847.0,0.0,2,2,434.0,12393.0,0.0,2004,2005,2004.0,847.0,None,41.0,48.0,5,BuiltIn,100.0,8,60,9,None,IR2,RL,4,None,Gd,1,Gd,Gd,Norm,1Fam,Normal,Pave,Y,WD,195000.0
6,1141.0,1141.0,0.0,1141.0,0.0,2,1,484.0,13072.0,0.0,2005,2005,2005.0,1141.0,None,63.0,0.0,5,Detchd,0.0,6,20,3,None,Reg,RL,3,None,Gd,1,None,TA,RRAe,1Fam,Abnorml,Pave,Y,WD,142500.0
8,1484.0,1476.0,0.0,1484.0,428.0,2,2,472.0,9037.0,32.0,2006,2006,2006.0,1048.0,Gd,64.0,33.0,5,Attchd,120.0,6,20,12,Av,IR1,RL,2,BrkFace,Gd,0,Gd,Ex,Norm,1Fam,Normal,Pave,Y,WD,265900.0
7,1768.0,884.0,884.0,884.0,550.0,2,2,543.0,8158.0,252.0,2003,2003,2003.0,334.0,Gd,65.0,63.0,5,Attchd,0.0,8,60,7,No,Reg,RL,3,BrkFace,Gd,1,None,Gd,Norm,1Fam,Normal,Pave,Y,WD,224900.0
7,1689.0,1689.0,0.0,1689.0,0.0,3,2,954.0,9849.0,0.0,2007,2007,2007.0,1689.0,None,83.0,56.0,6,Attchd,0.0,7,20,6,None,Reg,RL,3,Stone,Gd,0,None,Gd,Norm,1Fam,Partial,Pave,Y,New,248328.0
7,1173.0,1053.0,0.0,1173.0,885.0,2,2,528.0,10625.0,81.0,1974,1974,1974.0,0.0,Gd,85.0,120.0,6,Attchd,0.0,6,85,1,Gd,Reg,RL,3,BrkFace,TA,0,TA,Gd,Norm,1Fam,Family,Pave,Y,WD,170000.0
10,2076.0,2076.0,0.0,2076.0,1386.0,3,2,850.0,13891.0,0.0,2006,2006,2006.0,690.0,Ex,107.0,229.0,5,Attchd,216.0,7,20,9,Gd,Reg,RL,2,None,Ex,1,Gd,Ex,Norm,1Fam,Partial,Pave,Y,New,465000.0
8,1517.0,792.0,725.0,792.0,0.0,2,1,400.0,11435.0,0.0,1929,1950,1931.0,792.0,None,106.93455942771728,0.0,7,Detchd,0.0,7,70,6,None,IR1,RL,3,None,TA,0,Gd,Gd,Norm,1Fam,Normal,Pave,Y,WD,230000.0
6,1868.0,585.0,728.0,1140.0,0.0,2,3,477.0,12090.0,74.0,1984,2003,1984.0,585.0,None,78.0,112.0,7,BuiltIn,268.0,7,80,1,None,Reg,RL,3,BrkFace,TA,1,TA,TA,Norm,1Fam,Abnorml,Pave,Y,WD,178000.0
7,1553.0,756.0,797.0,756.0,0.0,2,2,615.0,8125.0,0.0,2005,2006,2005.0,756.0,None,65.0,45.0,5,Attchd,0.0,6,60,3,None,Reg,FV,3,None,Gd,1,None,Gd,Norm,1Fam,Partial,Pave,Y,New,186500.0
6,1034.0,1012.0,0.0,1034.0,539.0,3,1,888.0,12328.0,335.0,1976,1976,1976.0,473.0,TA,111.03152705425607,0.0,5,Attchd,0.0,6,80,5,Av,IR1,RL,3,BrkFace,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,169900.0
6,2058.0,735.0,924.0,1134.0,319.0,2,1,396.0,9600.0,0.0,1917,1950,1950.0,416.0,Gd,60.0,0.0,5,Detchd,0.0,8,75,4,No,Reg,RM,3,None,TA,1,Gd,TA,Norm,1Fam,Normal,Pave,P,WD,129500.0
5,988.0,876.0,0.0,988.0,534.0,1,1,276.0,7200.0,0.0,1950,1950,1950.0,246.0,TA,60.0,80.0,7,Attchd,0.0,6,20,5,No,Reg,RL,3,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,119000.0
7,2110.0,2110.0,0.0,2110.0,1065.0,2,2,522.0,11160.0,0.0,1968,1968,1968.0,1045.0,TA,93.0,0.0,5,Attchd,0.0,8,20,4,No,Reg,RL,3,None,Gd,1,TA,Ex,Norm,1Fam,Normal,Pave,Y,WD,244000.0
7,1405.0,1405.0,0.0,1405.0,0.0,2,2,478.0,3136.0,163.0,2003,2003,2003.0,1405.0,None,56.0,36.0,5,Attchd,148.0,6,120,3,None,IR1,RL,2,Stone,Gd,0,Gd,Gd,Norm,TwnhsE,Normal,Pave,Y,WD,171750.0
5,874.0,864.0,0.0,874.0,510.0,1,1,288.0,9858.0,0.0,1968,1968,1968.0,354.0,TA,62.0,0.0,6,Attchd,33.0,5,20,11,No,Reg,RL,3,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,130000.0
7,2167.0,1192.0,651.0,1516.0,125.0,2,2,518.0,17542.0,0.0,1974,2003,1974.0,36.0,TA,132.4462154989715,47.0,7,Attchd,220.0,9,60,7,Gd,IR1,RL,3,None,Gd,1,Gd,Gd,Norm,1Fam,Normal,Pave,Y,WD,294000.0
7,1656.0,746.0,896.0,760.0,0.0,2,2,397.0,6931.0,92.0,2003,2004,2003.0,746.0,None,60.0,128.0,5,BuiltIn,178.0,7,60,7,None,Reg,RL,3,Stone,Gd,1,Gd,Gd,Norm,1Fam,Normal,Pave,Y,WD,165400.0
6,1367.0,884.0,408.0,959.0,425.0,1,1,560.0,6240.0,0.0,1931,1950,1978.0,459.0,TA,52.0,0.0,6,Detchd,0.0,6,50,11,No,Reg,RM,3,None,TA,0,Gd,TA,Norm,1Fam,Normal,Pave,Y,WD,127500.0
8,1987.0,1986.0,0.0,1987.0,1314.0,2,2,691.0,14303.0,554.0,1994,1994,1994.0,672.0,Gd,91.0,36.0,5,Attchd,262.0,7,20,8,Gd,IR1,RL,2,BrkFace,Gd,0,TA,Gd,Norm,1Fam,Normal,Pave,Y,WD,301500.0
7,1166.0,856.0,0.0,1166.0,655.0,2,2,400.0,9587.0,182.0,2005,2005,2005.0,201.0,Gd,59.0,0.0,5,Attchd,212.0,5,80,7,Gd,IR1,RL,2,Stone,Gd,0,None,Gd,Norm,1Fam,Normal,Pave,Y,WD,190000.0
6,1054.0,1054.0,0.0,1054.0,602.0,2,1,460.0,9750.0,0.0,1969,1969,1969.0,14.0,Gd,65.0,0.0,8,Attchd,180.0,6,20,7,No,Reg,RL,3,None,TA,1,None,TA,Norm,1Fam,Normal,Pave,Y,WD,151000.0
6,1675.0,841.0,783.0,892.0,0.0,2,2,502.0,24682.0,0.0,1999,1999,1999.0,841.0,None,59.9111111111111,103.0,5,BuiltIn,0.0,7,60,6,None,IR3,RL,3,None,TA,1,TA,TA,RRAn,1Fam,Normal,Pave,Y,WD,181000.0
5,1050.0,1050.0,0.0,1050.0,504.0,1,1,338.0,9600.0,0.0,1956,1956,1956.0,546.0,TA,80.0,0.0,6,Attchd,0.0,5,20,6,No,Reg,RL,2,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,128900.0
4,1788.0,1104.0,684.0,1104.0,0.0,1,1,304.0,11250.0,0.0,1957,1989,1957.0,1104.0,None,106.06601717798212,0.0,5,Attchd,120.0,8,50,11,None,Reg,RL,5,None,TA,0,TA,TA,Norm,1Fam,Normal,Pave,Y,WD,161500.0
6,1824.0,764.0,764.0,1060.0,0.0,2,1,520.0,13515.0,0.0,1919,1950,1940.0,764.0,None,60.0,0.0,6,Detchd,0.0,8,70,7,None,Reg,RL,3,None,TA,0,Gd,TA,Norm,1Fam,Normal,Pave,N,WD,180500.0
6,1337.0,1405.0,0.0,1337.0,266.0,2,2,511.0,4060.0,0.0,1998,1999,1998.0,1139.0,Gd,34.0,68.0,5,Attchd,144.0,5,120,8,No,Reg,RH,2,None,Gd,0,None,Gd,Norm,TwnhsE,Abnorml,Pave,Y,COD,181000.0
7,1452.0,691.0,739.0,713.0,450.0,2,2,506.0,3735.0,218.0,1999,1999,1999.0,241.0,Gd,35.0,34.0,5,Detchd,0.0,6,160,3,No,Reg,FV,3,BrkFace,Gd,1,None,Gd,Norm,TwnhsE,Normal,Pave,Y,WD,183900.0
7,1889.0,925.0,925.0,964.0,0.0,1,1,308.0,10120.0,0.0,1910,1950,1960.0,925.0,None,60.0,0.0,4,Detchd,0.0,9,190,1,None,IR1,RM,4,None,Fa,1,Gd,TA,Feedr,2fmCon,Normal,Pave,N,WD,122000.0
9,2018.0,2002.0,0.0,2018.0,0.0,3,2,746.0,13214.0,0.0,2008,2009,2009.0,2002.0,None,89.0,76.0,5,Attchd,144.0,10,20,5,None,IR1,RL,3,None,Ex,0,Gd,Ex,Norm,1Fam,Normal,Pave,Y,WD,378500.0
8,3447.0,728.0,1479.0,1968.0,192.0,3,3,1014.0,14100.0,632.0,1935,1997,1982.0,536.0,TA,118.74342087037915,12.0,9,BuiltIn,314.0,11,50,5,Mn,IR1,RL,4,BrkFace,TA,1,Gd,Gd,Norm,1Fam,Normal,Pave,Y,WD,381000.0
5,1524.0,874.0,650.0,874.0,460.0,1,1,315.0,11344.0,180.0,1958,1958,1958.0,414.0,TA,78.0,0.0,5,Attchd,0.0,7,50,7,No,Reg,RL,3,BrkFace,TA,1,None,TA,Feedr,1Fam,Normal,Pave,Y,WD,144000.0
7,1524.0,1332.0,192.0,1332.0,1258.0,2,0,586.0,23595.0,0.0,1979,1979,1979.0,74.0,Gd,153.60664048145838,0.0,6,Attchd,268.0,4,40,4,Gd,Reg,RL,0,None,Gd,1,TA,Gd,Norm,1Fam,Normal,Pave,Y,WD,260000.0
6,1489.0,1489.0,0.0,1489.0,0.0,2,2,462.0,9156.0,0.0,1968,1968,1968.0,1489.0,None,95.68698971124547,0.0,7,Attchd,0.0,7,20,8,None,IR1,RL,3,None,TA,0,Gd,Gd,PosN,1Fam,Normal,Pave,Y,WD,185750.0
5,935.0,935.0,0.0,935.0,560.0,1,1,288.0,13526.0,114.0,1965,1965,1965.0,0.0,TA,59.9111111111111,0.0,6,Attchd,180.0,5,20,11,No,IR1,RL,3,BrkFace,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,137000.0
6,1357.0,1019.0,0.0,1357.0,719.0,1,1,312.0,11512.0,84.0,1959,2006,1959.0,300.0,TA,124.0,0.0,7,Basment,0.0,5,80,5,Av,IR1,RL,2,BrkFace,TA,0,Gd,Ex,Norm,1Fam,Normal,Pave,Y,WD,177000.0
5,1250.0,661.0,589.0,661.0,0.0,2,2,552.0,5362.0,0.0,1910,2003,1985.0,661.0,None,53.0,0.0,6,Detchd,242.0,8,50,11,None,Reg,RL,3,None,TA,0,Gd,TA,Norm,1Fam,Normal,Pave,Y,WD,139000.0
5,1920.0,928.0,992.0,928.0,220.0,2,2,400.0,11345.0,567.0,1948,1950,1948.0,708.0,TA,95.0,0.0,5,Detchd,0.0,10,90,7,No,Reg,RL,4,Stone,TA,0,None,TA,Feedr,Duplex,Normal,Pave,Y,WD,137000.0
6,1395.0,723.0,660.0,735.0,593.0,2,1,497.0,12936.0,0.0,1972,1972,1972.0,130.0,TA,59.9111111111111,116.0,6,Attchd,294.0,6,60,12,No,IR1,RL,3,None,TA,1,TA,TA,Norm,1Fam,Normal,Pave,Y,WD,162000.0
6,1724.0,1680.0,0.0,1724.0,528.0,2,1,480.0,17871.0,359.0,1967,1976,1967.0,1152.0,Gd,59.9111111111111,0.0,5,Attchd,0.0,7,80,6,Av,IR1,RL,3,BrkFace,TA,1,Gd,TA,Norm,1Fam,Normal,Pave,Y,WD,197900.0
8,2031.0,1128.0,903.0,1128.0,804.0,2,2,577.0,9473.0,0.0,2002,2002,2002.0,324.0,Gd,75.0,211.0,5,Attchd,0.0,7,60,3,No,Reg,RL,3,None,Gd,1,Gd,Gd,Norm,1Fam,Normal,Pave,Y,WD,237000.0
4,1128.0,698.0,430.0,698.0,0.0,2,1,528.0,7500.0,0.0,1920,1950,1980.0,698.0,None,60.0,0.0,4,Detchd,30.0,6,50,4,None,Reg,C (all),2,None,TA,0,None,TA,Norm,1Fam,Abnorml,Pave,Y,COD,68400.0
7,1573.0,1573.0,0.0,1573.0,788.0,2,2,544.0,9808.0,110.0,2002,2002,2002.0,785.0,Gd,67.0,72.0,5,Attchd,0.0,6,20,3,No,IR1,RL,3,BrkFace,Gd,0,None,Gd,Norm,1Fam,Normal,Pave,Y,WD,227000.0
7,1339.0,1309.0,0.0,1339.0,1053.0,2,2,484.0,8049.0,54.0,1990,1990,1990.0,256.0,Gd,50.0,58.0,5,Attchd,0.0,6,20,7,No,IR1,RL,2,BrkFace,TA,0,TA,TA,Norm,1Fam,Normal,Pave,Y,WD,180000.0
5,1040.0,1040.0,0.0,1040.0,532.0,2,2,484.0,8800.0,0.0,1977,2008,1977.0,364.0,Gd,61.0,0.0,7,Detchd,0.0,5,20,9,Mn,IR1,RL,3,None,TA,0,None,Gd,Norm,1Fam,Normal,Pave,Y,WD,150500.0
6,2447.0,804.0,748.0,1699.0,0.0,1,2,336.0,9638.0,0.0,1919,1990,1969.0,804.0,None,50.0,0.0,7,Detchd,272.0,10,50,3,None,Reg,RL,4,None,TA,0,Gd,Gd,Feedr,1Fam,Normal,Pave,Y,WD,169000.0
6,1412.0,780.0,587.0,825.0,0.0,1,1,280.0,6000.0,0.0,1939,1950,1939.0,780.0,None,50.0,0.0,6,Detchd,45.0,6,50,5,None,Reg,RM,4,None,TA,0,Gd,TA,Norm,1Fam,Normal,Pave,Y,WD,132500.0
6,1328.0,1328.0,0.0,1328.0,569.0,2,1,528.0,9790.0,451.0,1963,1963,1963.0,678.0,TA,98.94442884771227,26.0,5,Attchd,0.0,6,20,6,No,Reg,RL,3,BrkFace,TA,1,Gd,TA,Feedr,1Fam,Normal,Pave,Y,WD,143000.0
5,1582.0,1624.0,0.0,1582.0,812.0,2,2,390.0,36500.0,621.0,1964,1964,1964.0,812.0,TA,191.049731745428,198.0,5,Attchd,168.0,7,20,6,Av,IR1,RL,4,BrkCmn,TA,0,None,TA,Norm,1Fam,Normal,Pave,N,WD,190000.0
8,1659.0,1501.0,0.0,1659.0,1158.0,2,2,499.0,5664.0,0.0,2000,2000,2000.0,343.0,Gd,40.0,59.0,5,Attchd,212.0,5,120,10,No,IR1,RL,2,None,Gd,0,Ex,Ex,Norm,TwnhsE,Normal,Pave,Y,WD,278000.0
8,1970.0,1085.0,850.0,1120.0,0.0,3,2,753.0,11065.0,788.0,2006,2006,2006.0,1085.0,None,86.0,74.0,5,BuiltIn,177.0,8,60,10,None,IR1,RL,3,Stone,Gd,1,Gd,Ex,Norm,1Fam,Partial,Pave,Y,New,281000.0
5,1152.0,1152.0,0.0,1152.0,1014.0,2,1,484.0,14112.0,86.0,1964,1964,1964.0,138.0,TA,118.79393923933998,0.0,7,Attchd,227.0,6,80,4,Av,IR1,RL,3,BrkFace,TA,0,Gd,TA,Norm,1Fam,Normal,Pave,Y,WD,180500.0
5,1302.0,630.0,672.0,630.0,231.0,1,2,264.0,1680.0,268.0,1972,1972,1972.0,399.0,TA,21.0,0.0,7,Detchd,185.0,6,160,2,No,Reg,RM,3,BrkFace,TA,1,None,TA,Norm,Twnhs,Normal,Pave,Y,WD,119500.0
5,2372.0,994.0,994.0,1378.0,0.0,1,2,432.0,6600.0,0.0,1892,1965,1985.0,994.0,None,60.0,287.0,4,Attchd,0.0,11,70,12,None,Reg,RM,4,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,107500.0
7,1664.0,832.0,832.0,832.0,194.0,2,2,528.0,10140.0,0.0,1976,1976,1976.0,638.0,Gd,78.0,28.0,5,Attchd,0.0,8,60,3,No,Reg,RL,4,None,TA,1,TA,TA,Norm,1Fam,Normal,Pave,Y,WD,162900.0
5,864.0,864.0,0.0,864.0,167.0,2,1,572.0,8172.0,0.0,1955,1990,1957.0,697.0,TA,60.0,0.0,7,Detchd,0.0,5,20,4,No,Reg,RL,2,None,TA,0,None,TA,Norm,1Fam,Normal,Pave,N,WD,115000.0
5,1052.0,1052.0,0.0,1052.0,1016.0,1,1,288.0,8400.0,168.0,1968,1968,1968.0,36.0,TA,70.0,0.0,5,Attchd,356.0,5,20,11,Av,Reg,RL,3,BrkFace,TA,1,None,TA,Feedr,1Fam,Normal,Pave,Y,WD,138500.0
5,1128.0,1120.0,0.0,1128.0,776.0,2,2,525.0,8700.0,148.0,1963,1963,1963.0,344.0,TA,80.0,20.0,6,Attchd,192.0,6,20,12,Mn,Reg,RL,3,BrkFace,TA,0,None,TA,Norm,1Fam,Normal,Pave,Y,WD,155000.0
6,1072.0,547.0,0.0,1072.0,547.0,2,2,525.0,3675.0,82.0,2005,2006,2005.0,0.0,Gd,35.0,44.0,5,Basment,0.0,5,180,6,Gd,Reg,RM,2,BrkFace,TA,0,None,TA,Norm,TwnhsE,Partial,Pave,Y,New,140000.0
10,5642.0,6110.0,950.0,4692.0,5644.0,2,2,1418.0,63887.0,796.0,2008,2008,2008.0,466.0,Ex,313.0,292.0,5,Attchd,214.0,12,60,1,Gd,IR3,RL,3,Stone,Ex,1,Gd,Ex,Feedr,1Fam,Partial,Pave,Y,New,160000.0
5,1246.0,1246.0,0.0,1246.0,340.0,1,1,305.0,7500.0,0.0,1959,1994,1959.0,0.0,TA,75.0,0.0,7,Attchd,218.0,6,20,5,No,Reg,RL,3,None,TA,1,None,Gd,Norm,1Fam,Normal,Pave,Y,WD,154000.0
